Unnamed: 0,mid,uid,个人昵称,个人主页,发布时间,内容来自,展示内容,全部内容,转发数量,评论数量,点赞数量,展示内容_情感分析,全部内容_情感分析
303,4892621979519276,1639738197,如梦令Alice,https://weibo.com/1639738197,2023年04月20日 15:24,vivo X80,雅思口语✓#福州大学##雅思##福建师范大学#福州·福建师范大学仓山校区​,,1,10,9,"{'惊讶': 0.700555682182312, '中性': 0.15284600853919983, '悲伤': 0.0812293142080307, '愤怒': 0.03493400663137436, '喜悦': 0.005896794609725475, '恐惧': 0.0027362974360585213, '厌恶': 0.002621464431285858}",{'error': '文本为空'}
304,4891832742578709,6927898909,小鹿学姐考研,https://weibo.com/6927898909,2023年04月18日 11:07,nova7你在焦点在,福州大学23考研录取喜报来啦#福州大学##喜报喜报##拟录取##考研录取#​,,0,0,0,"{'喜悦': 0.960748016834259, '惊讶': 0.6835522055625916, '中性': 0.3358854651451111, '恐惧': 0.004051513038575649, '愤怒': 0.0032839016057550907, '厌恶': 0.001089547062292695, '悲伤': 0.0005025426507927477}",{'error': '文本为空'}
305,4890027093397871,1360609271,星星-夜空中最亮的那个,https://weibo.com/1360609271,2023年04月13日 11:32,iPhone客户端,#空姐飞机上推销商品长达40分钟#“我没坐过飞机”………这人是不是以为廉价航空像公交车，一元一次？而且说他小学生逻辑也没啥问题——我瞧不起绿皮车售卖东西，瞧不起的是买东西的人，而不是绿皮车上辛苦的乘客。所以，没双标啊！这啥啥是同一件事啊！这道理，会说话的人都能理解吧！很难吗？​展开,#空姐飞机上推销商品长达40分钟#“我没坐过飞机”………这人是不是以为廉价航空像公交车，一元一次？而且说他小学生逻辑也没啥问题——我瞧不起绿皮车售卖东西，瞧不起的是买东西的人，而不是绿皮车上辛苦的乘客。所以，没双标啊！这啥啥是同一件事啊！这道理，会说话的人都能理解吧！很难吗？但愿福州大学#福州大学#以后能够发展得更好，有所进步。现在贵校门槛实在是……嗯……你就看这……高么？@福州大学你自己看，我真没眼看。。。,0,1,0,"{'厌恶': 0.9604798555374146, '中性': 0.9481340646743774, '惊讶': 0.9404881000518799, '愤怒': 0.2369089275598526, '恐惧': 0.10621914267539978, '悲伤': 0.028841234743595123, '喜悦': 0.001109733828343451}","{'惊讶': 0.9691897630691528, '厌恶': 0.22500784695148468, '中性': 0.025173764675855637, '愤怒': 0.006801191251724958, '恐惧': 0.0029263594187796116, '喜悦': 0.0013033022405579686, '悲伤': 0.0007454073638655245}"
306,4889122441269588,1639738197,如梦令Alice,https://weibo.com/1639738197,2023年04月10日 23:38,vivo X80,福建夏天到来时的仪式感#福州大学#福州大学超话#夏天即将到来##特别期待夏天的到来##期待夏天的晚风##已经开始期待夏天了#福州·福州大学旗山校区风雨操场​,,2,6,11,"{'喜悦': 0.8259580135345459, '惊讶': 0.4119296967983246, '中性': 0.02631855383515358, '悲伤': 0.0005306032835505903, '恐惧': 0.0005060205585323274, '厌恶': 0.0004072849405929446, '愤怒': 0.0002631103270687163}",{'error': '文本为空'}
307,4888738137904451,5947333508,全球校园诗歌奖,https://weibo.com/5947333508,2023年04月09日 22:11,,#全球华语校园诗歌奖#入围作品4号:福州大学沈德炳《我只想认真地过完今天》#福州大学#​,,0,1,3,"{'惊讶': 0.6678391098976135, '中性': 0.4105179011821747, '悲伤': 0.4047620892524719, '愤怒': 0.39788714051246643, '恐惧': 0.1061175987124443, '喜悦': 0.016198189929127693, '厌恶': 0.0016763798194006085}",{'error': '文本为空'}
308,4888695855648481,2823745314,十三加二十,https://weibo.com/2823745314,2023年04月09日 19:23,iPhone客户端,夏日来信📨想快点去旅游了！#福州大学#​,,0,0,5,"{'惊讶': 0.904287576675415, '中性': 0.4733600616455078, '喜悦': 0.08409974724054337, '愤怒': 0.04480939731001854, '恐惧': 0.003412208752706647, '厌恶': 0.0018994197016581893, '悲伤': 0.0016208724118769169}",{'error': '文本为空'}
309,4886086897896025,6493640696,My_turn-,https://weibo.com/6493640696,2023年04月02日 14:35,小米10 至尊纪念版,姐考完了，姐明天就回大连了，姐回大连之后就去沈阳看cba，姐很好:福大真的好漂亮，校园那么大！！福州的街道很好看的，有缘会再见的。#福州大学#​,,0,4,5,"{'惊讶': 0.9952775239944458, '喜悦': 0.9946338534355164, '中性': 0.8056351542472839, '悲伤': 0.0016232116613537073, '愤怒': 0.0008191154338419437, '恐惧': 0.0006779153482057154, '厌恶': 0.00045323988888412714}",{'error': '文本为空'}
310,4885062002416512,3880574186,土澳大叔留学,https://weibo.com/3880574186,2023年03月30日 18:43,留学免费申iPhone 13 Pro,你好，想申请留学，请问可以先咨询一下吗？你好，我本人是，#福州大学#本科是广播电视学，均分80，但是现在还没有语言成绩，pte@PTE易王炸备考中。请问要是今年想申英国的话是不是很难申请到了呢？要是申请澳洲的s2还来得及吗？好滴私信帮你规划英国🇬🇧澳洲🇦🇺留学方案👌#澳洲留学#​展开,你好，想申请留学，请问可以先咨询一下吗？你好，我本人是，#福州大学#本科是广播电视学，均分80，但是现在还没有语言成绩，pte@PTE易王炸备考中。请问要是今年想申英国的话是不是很难申请到了呢？要是申请澳洲的s2还来得及吗？好滴私信帮你规划英国🇬🇧澳洲🇦🇺留学方案👌#澳洲留学##曼彻斯特大学##留学#,0,0,1,"{'惊讶': 0.6358170509338379, '中性': 0.42574986815452576, '喜悦': 0.02095002681016922, '愤怒': 0.0027418164536356926, '恐惧': 0.001570474123582244, '厌恶': 0.0012109207455068827, '悲伤': 0.0012022909941151738}","{'惊讶': 0.4882185757160187, '中性': 0.25929537415504456, '喜悦': 0.0038798123132437468, '愤怒': 0.0018041155999526381, '恐惧': 0.0015990935498848557, '悲伤': 0.0009599346667528152, '厌恶': 0.0009427339537069201}"
311,4884675599011311,5418921936,法律硕士万满意,https://weibo.com/5418921936,2023年03月29日 17:07,法硕超话,法硕超话23年福州大学法硕复试名单，法硕法学法硕非法学各刷15人，非全日制有调剂法硕法学83-68=15法硕非法学62-47=15切线328相比安徽大学，海南大学，福大没爆#福州大学##福大##法硕##舌尖法硕#​,,1,3,16,"{'惊讶': 0.8213320374488831, '中性': 0.1820361465215683, '愤怒': 0.1086055114865303, '喜悦': 0.02717924304306507, '恐惧': 0.014414909295737743, '悲伤': 0.013316635973751545, '厌恶': 0.009881642647087574}",{'error': '文本为空'}
312,4883938601079507,5418921936,法律硕士万满意,https://weibo.com/5418921936,2023年03月27日 16:19,法硕超话,法硕超话福建师范大学法硕复试通知这缺的人有点猛啊我有大量真题，免费送，我建个群，之前福师大的群没怎么用了，小满承诺之前几年从用此盈利，今年也不会#法硕##舌尖法硕##福建师范大学##福州大学#​,,4,65,32,"{'惊讶': 0.9690231680870056, '愤怒': 0.8638726472854614, '悲伤': 0.10179094225168228, '恐惧': 0.06616523116827011, '中性': 0.04469317942857742, '厌恶': 0.036570411175489426, '喜悦': 0.03566896170377731}",{'error': '文本为空'}
313,4882841828329894,1738690784,麻省理工科技评论,https://weibo.com/1738690784,2023-03-25 10:57,微博网页版,#量子计算#【量子计算领域迎突破性进展：中国科学家实现量子纠错优势，向实用化可扩展通用量子计算迈出关键一步】“在俞大鹏院士带领下，我们在国际上首次利用离散变量编码的逻辑量子比特，延长量子信息的存储时间突破了盈亏平衡点。这项里程碑式的成果标志着我们从含噪声的量子时代步入了纠错量子​展开,#量子计算#【量子计算领域迎突破性进展：中国科学家实现量子纠错优势，向实用化可扩展通用量子计算迈出关键一步】“在俞大鹏院士带领下，我们在国际上首次利用离散变量编码的逻辑量子比特，延长量子信息的存储时间突破了盈亏平衡点。这项里程碑式的成果标志着我们从含噪声的量子时代步入了纠错量子时代。”南方科技大学量子科学与工程研究院助理研究员徐源说。什么是#量子纠错#呢？与经典计算机一样，#量子计算机#也会出错。一旦量子计算机在运行过程中出现错误，就必须及时地检测到导致错误的具体原因，并及时修复它。经典数字电子计算机的错误率非常低，可通过将信息复制多份重复测量的方式来检测，并修复错误。而量子计算机不仅具有远高于数字电子计算机的错误率、极易发生错误，并且由于量子不可克隆原理的限制，其无法通过简单备份的方式检查和修正错误。这导致量子计算机的纠错过程异常困难。然而，无法纠错的量子计算机运行结果是不可信的，也无法真正解决任何有实际应用价值的问题。因此，量子纠错是真正实现通用量子计算的“必经之路”。但是，在之前基于离散变量编码的逻辑量子比特的量子纠错演示实验中，从未实现延长量子信息的存储寿命超过盈亏平衡点。最近，#南方科技大学#深圳量子科学与工程研究院超导量子计算实验室徐源课题组联合#福州大学#、#清华大学#等团队，通过实时重复的量子纠错技术，延长了逻辑量子比特的相干寿命达到805微秒，超过了该系统中不纠错情况下最好的物理比特的相干寿命（694微秒），即超过盈亏平衡点16%，首次实现了量子纠错的优越性。两位审稿人都对该研究给予高度评价，其中一位审稿人认为，实现突破盈亏平衡点的研究是容错量子计算的一个重大里程碑；另一位审稿人则评价称：“该结果实现了重要的突破，并且整体的实验能力接近国际先进水平。”戳链接查看详情：量子计算领域迎突破性进展：中国科学家实现量子纠错优势，向实用化可扩展通用量子计算迈出关键一步,29,7,56,"{'惊讶': 0.7470914721488953, '喜悦': 0.1580422967672348, '中性': 0.002325985813513398, '厌恶': 0.0004458898911252618, '恐惧': 0.0003391843056306243, '愤怒': 0.00031052803387865424, '悲伤': 0.0002940533449873328}","{'惊讶': 0.3541376292705536, '喜悦': 0.3320334255695343, '愤怒': 0.0744292214512825, '恐惧': 0.025576617568731308, '中性': 0.015259913168847561, '悲伤': 0.006671507842838764, '厌恶': 0.0004231582279317081}"
314,4881757172402205,6866310471,AoWoO嗷呜,https://weibo.com/6866310471,2023年03月21日 15:51,索尼超话,是多久没在这个春天出门走走了。宝子，是不是要一起出门拍照了？索尼超话莆田超话索尼超话#福州大学##校园生活#福州​,,0,0,4,"{'惊讶': 0.8567373752593994, '中性': 0.4095085561275482, '喜悦': 0.12010324001312256, '悲伤': 0.01836901530623436, '恐惧': 0.005728843621909618, '愤怒': 0.0031470980029553175, '厌恶': 0.0006824242882430553}",{'error': '文本为空'}
315,4879587673117334,1639738197,如梦令Alice,https://weibo.com/1639738197,2023年03月15日 16:10,vivo X80,金工实习第二周～玩泥巴and做工件～好累呀！不过还有两天就结束啦！#福州大学##金工实习#福州·福州大学​,,0,0,2,"{'惊讶': 0.8554133176803589, '愤怒': 0.5376104116439819, '中性': 0.15618568658828735, '悲伤': 0.021867385134100914, '厌恶': 0.014208768494427204, '恐惧': 0.009406029246747494, '喜悦': 0.000875503639690578}",{'error': '文本为空'}
316,4879507117311956,7333707544,zMez_,https://weibo.com/7333707544,2023年03月15日 10:50,荣耀20,#福州大学##福州大学法本法硕#球球福大今年扩招一把，看在我们好不容易熬过这一年的份上，这么压分的地方过线真的不容易，让我们都进复试吧​,,0,10,3,"{'惊讶': 0.9537355303764343, '愤怒': 0.20868128538131714, '悲伤': 0.05121874809265137, '中性': 0.034686025232076645, '恐惧': 0.026043519377708435, '喜悦': 0.024572934955358505, '厌恶': 0.005504440516233444}",{'error': '文本为空'}
317,4878560009915698,2784705681,大福合唱合唱团,https://weibo.com/2784705681,2023年03月12日 20:06,福州大学超话,3/12本学期第一次排练，准备校际联欢福州大学超话#福州大学学生合唱团##福州大学#福州·福州大学大福合唱合唱团的微博视频​,,1,1,4,"{'惊讶': 0.7022413015365601, '喜悦': 0.23042552173137665, '中性': 0.0657338872551918, '愤怒': 0.007246091961860657, '恐惧': 0.0013603955740109086, '悲伤': 0.0008842003880999982, '厌恶': 0.0005367680569179356}",{'error': '文本为空'}
318,4878233072045271,5050820001,土澳大叔,https://weibo.com/5050820001,2023年03月11日 22:27,留学秒答疑iPhone 13 Pro,你好我是#福州大学#工商管理本科，80分，法学辅修82分。可以申澳洲哪年大学LLM或法学相关吗？我最迟要在什么时候考出雅思啊好滴私信帮你规划澳洲🇦🇺留学方案👌#雅思##法学##留学#​,,0,0,1,"{'惊讶': 0.6807796359062195, '中性': 0.34071364998817444, '喜悦': 0.08167754858732224, '悲伤': 0.0018664654344320297, '愤怒': 0.0017377265030518174, '恐惧': 0.0011424676049500704, '厌恶': 0.0006156626623123884}",{'error': '文本为空'}
319,4878156311300548,5050820001,土澳大叔,https://weibo.com/5050820001,2023年03月11日 17:22,留学秒答疑iPhone 13 Pro,你好我是#福州大学#本科专业音乐学。211。网排不知道。目前80分。毕业时能到80。雅思还没考。硕士想申请艺术，音乐类专业。学的这项专业其他专业不考虑好滴私信帮你规划澳洲🇦🇺留学方案👌#留学##澳洲留学##硕士#​,,1,0,1,"{'惊讶': 0.27559274435043335, '中性': 0.17344848811626434, '喜悦': 0.0027790521271526814, '悲伤': 0.0007948125712573528, '愤怒': 0.0007760431035421789, '厌恶': 0.000772807456087321, '恐惧': 0.00047153260675258934}",{'error': '文本为空'}
320,4878153669673259,3880574186,土澳大叔留学,https://weibo.com/3880574186,2023年03月11日 17:12,留学免费申iPhone 13 Pro,大叔能咨询一下吗。我#福州大学#211gpa75分能去澳大利亚什么大学的动画研究生呢，设计类的也行。本科软件工程好滴私信帮你规划澳洲🇦🇺留学方案👌#澳洲留学##留学##昆士兰大学#​,,0,0,2,"{'惊讶': 0.666962206363678, '中性': 0.5588492155075073, '喜悦': 0.014597793109714985, '悲伤': 0.0022065402008593082, '恐惧': 0.0006633529555983841, '愤怒': 0.0005486996960826218, '厌恶': 0.0004243424045853317}",{'error': '文本为空'}
321,4875978067149416,5180516859,JUU-JUU,https://weibo.com/5180516859,2023年03月05日 17:07,小米10 Pro,和朋友们的每一天都很开心！！#泉州##福州大学##周末去哪儿##说走就走的旅行#​,,0,1,2,"{'喜悦': 0.9988558888435364, '惊讶': 0.5480000972747803, '中性': 0.2460871785879135, '恐惧': 0.00022380577865988016, '厌恶': 0.00019915122538805008, '悲伤': 0.0001952711900230497, '愤怒': 0.00012970228272024542}",{'error': '文本为空'}
322,4875179660935425,5050820001,土澳大叔,https://weibo.com/5050820001,2023年03月03日 12:14,留学秒答疑iPhone 13 Pro,你好！前几天以为没加上。是这样的我是英语专业的，#福州大学#211，均分82，想申墨尔本或者#悉尼大学#的一年制的专业，可以吗？但是听说一年制的只有悉尼大学的教育学，需要开一年的工作证明好滴私信帮你规划澳洲🇦🇺留学方案👌#澳洲留学##留学申请#​,,0,0,1,"{'惊讶': 0.7244625091552734, '中性': 0.47650283575057983, '喜悦': 0.013431833125650883, '愤怒': 0.0021285677794367075, '恐惧': 0.0010351281380280852, '悲伤': 0.0009318317170254886, '厌恶': 0.0007877863827161491}",{'error': '文本为空'}
